Incident_ID,Date,State,City,Region,Attack_Type,Target_System,Industry,Severity,Affected_Users,Data_Compromised_GB,Financial_Loss_INR,Response_Time_Minutes,Attack_Source,Outcome,Mitigation_Method,CERT_Status,Risk_Score,DateParsed,Severity_Score,Risk_Band,SLA_Threshold_Min,SLA_Met,Country,State_Incident_Count,State_Avg_Risk,State_Avg_Response,State_HighCritical_Pct,Hotspot_Cluster,Hotspot_Cluster_Name
INC001323,21-06-2023,Telangana,Hyderabad,South,Phishing,Database,Government,Medium,978,213.23,551108,90,External,Mitigated,Password Reset,Closed,59,21-06-2023,50,Medium,240,Met,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC001324,06-03-2022,Telangana,Hyderabad,South,Data Breach,Cloud Server,Telecom,High,965,193.46,3619914,179,Internal,Successful,Encryption,Escalated,63,06-03-2022,70,High,240,Met,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC001325,20-03-2022,Kerala,Thiruvananthapuram,South,Malware,Web App,Manufacturing,Medium,4388,246.58,722985,88,External,Blocked,EDR Isolation,Open,51,20-03-2022,50,Medium,240,Met,India,329,67.17933131,221.0911854,65.34954407,A,Low-volume hotspot
INC001326,30-11-2022,Andhra Pradesh,Visakhapatnam,South,Insider Threat,Cloud Server,IT,High,339,207.82,1475968,168,External,Under Investigation,Access Revocation,Closed,75,30-11-2022,70,High,240,Met,India,275,67.46181818,217.3454545,66.90909091,A,Low-volume hotspot
INC001327,08-01-2024,West Bengal,Kolkata,East,Data Breach,Cloud Server,Banking,High,4526,228.74,3568570,108,Internal,Under Investigation,Encryption,Open,71,08-01-2024,70,High,240,Met,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC001328,30-06-2020,Uttar Pradesh,Lucknow,North,Ransomware,Email Server,Retail,Critical,3553,186.21,8124172,434,Internal,Successful,Backup Recovery,Escalated,100,30-06-2020,90,Critical,240,Missed,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC001329,11-01-2023,Delhi,New Delhi,North,Malware,Email Server,IT,Medium,918,39.22,900567,85,External,Blocked,EDR Isolation,Escalated,39,11-01-2023,50,Low,240,Met,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC001330,10-12-2023,Maharashtra,Mumbai,West,Zero-Day Exploit,API,Manufacturing,Critical,918,18.18,18114862,618,Internal,Successful,Emergency Patch,Escalated,97,10-12-2023,90,Critical,240,Missed,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC001331,12-03-2023,Telangana,Hyderabad,South,Malware,Cloud Server,Banking,Medium,3030,158.51,771183,45,External,Successful,EDR Isolation,Closed,55,12-03-2023,50,Medium,240,Met,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC001332,10-01-2020,West Bengal,Kolkata,East,Insider Threat,Web App,Education,High,3316,72.59,1903508,224,Internal,Successful,Emergency Patch,Closed,62,10-01-2020,70,High,240,Met,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC001333,22-03-2022,Karnataka,Mysuru,South,Insider Threat,Web App,IT,High,3776,50.63,2458040,185,External,Successful,Access Revocation,Escalated,71,22-03-2022,70,High,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC001334,24-03-2022,Kerala,Thiruvananthapuram,South,Insider Threat,Cloud Server,Telecom,High,918,164.84,4033485,150,External,Successful,Access Revocation,Open,64,24-03-2022,70,High,240,Met,India,329,67.17933131,221.0911854,65.34954407,A,Low-volume hotspot
INC001335,02-04-2025,Tamil Nadu,Chennai,South,Malware,Web App,IT,Medium,1769,236.36,100614,35,Internal,Mitigated,Emergency Patch,Open,57,02-04-2025,50,Medium,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC001336,05-12-2020,Maharashtra,Mumbai,West,Ransomware,Web App,Government,Critical,2143,37.51,19014566,562,External,Under Investigation,Backup Recovery,Closed,87,05-12-2020,90,Critical,240,Missed,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC001337,27-08-2022,Andhra Pradesh,Visakhapatnam,South,Zero-Day Exploit,Network,Government,Critical,4042,142.01,5093193,624,External,Under Investigation,Emergency Patch,Closed,100,27-08-2022,90,Critical,240,Missed,India,275,67.46181818,217.3454545,66.90909091,A,Low-volume hotspot
INC001338,01-01-2023,Tamil Nadu,Coimbatore,South,Malware,Cloud Server,Banking,Medium,148,244.67,939999,48,Internal,Blocked,EDR Isolation,Closed,50,01-01-2023,50,Medium,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC001339,07-03-2020,Karnataka,Bengaluru,South,Zero-Day Exploit,API,Banking,Critical,1531,3.17,9578143,337,External,Successful,Emergency Patch,Closed,84,07-03-2020,90,Critical,240,Missed,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC001340,16-02-2021,Maharashtra,New Delhi,West,Malware,Cloud Server,Healthcare,Medium,3982,4.82,305581,64,External,Blocked,EDR Isolation,Closed,45,16-02-2021,50,Medium,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC001341,27-08-2020,Andhra Pradesh,Vijayawada,South,Data Breach,Network,Banking,Critical,2383,152.17,6401886,518,External,Under Investigation,Encryption,Escalated,99,27-08-2020,90,Critical,240,Missed,India,275,67.46181818,217.3454545,66.90909091,A,Low-volume hotspot
INC001342,27-03-2022,Karnataka,Mysuru,South,SQL Injection,Cloud Server,Education,Medium,151,81.77,434005,80,Internal,Blocked,Patch Management,Escalated,55,27-03-2022,50,Medium,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC001343,01-06-2025,West Bengal,Kolkata,East,Phishing,Email Server,Manufacturing,Medium,3376,150.88,100614,51,Internal,Mitigated,MFA,Closed,50,01-06-2025,50,Medium,240,Met,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC001344,25-05-2023,Maharashtra,Mumbai,West,Ransomware,Web App,Banking,Critical,2810,147.98,7186530,559,External,Successful,Backup Recovery,Escalated,85,25-05-2023,90,Critical,240,Missed,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC001345,13-07-2022,Maharashtra,Mumbai,West,DDoS,Network,Retail,High,3347,187.41,4597254,182,Internal,Successful,Firewall Rules,Escalated,63,13-07-2022,70,High,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC001346,05-02-2024,Gujarat,Surat,West,Phishing,Web App,IT,Medium,1290,164.85,563590,82,External,Blocked,Password Reset,Escalated,42,05-02-2024,50,Medium,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC001347,27-03-2025,Uttar Pradesh,Noida,North,DDoS,Email Server,IT,High,2799,102.08,3336780,97,External,Successful,Firewall Rules,Closed,80,27-03-2025,70,Critical,240,Met,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC001348,12-09-2024,Uttar Pradesh,Lucknow,North,Zero-Day Exploit,Cloud Server,Government,Critical,3293,158.51,15562576,687,Internal,Under Investigation,Emergency Patch,Open,93,12-09-2024,90,Critical,240,Missed,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC001349,26-05-2024,Karnataka,Bengaluru,South,Phishing,Cloud Server,Manufacturing,Low,598,137.8,50295,7,Internal,Mitigated,MFA,Escalated,18,26-05-2024,25,Low,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC001350,22-08-2022,Karnataka,Bengaluru,South,Data Breach,Web App,Education,Critical,4690,110.86,8235167,387,External,Under Investigation,Encryption,Closed,96,22-08-2022,90,Critical,240,Missed,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC001351,11-06-2020,Karnataka,Bengaluru,South,Phishing,Cloud Server,Telecom,Medium,86,169.64,658354,79,Internal,Blocked,Emergency Patch,Closed,60,11-06-2020,50,High,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC001352,10-05-2023,Maharashtra,Mumbai,West,Malware,Email Server,Education,Medium,2359,119.98,499565,60,External,Blocked,EDR Isolation,Open,56,10-05-2023,50,Medium,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC001353,29-04-2025,Andhra Pradesh,Vijayawada,South,Phishing,API,Healthcare,Low,3161,77.41,64550,20,Internal,Successful,Password Reset,Escalated,16,29-04-2025,25,Low,240,Met,India,275,67.46181818,217.3454545,66.90909091,A,Low-volume hotspot
INC001354,22-05-2020,Telangana,Warangal,South,Zero-Day Exploit,Web App,Education,Critical,615,131.64,19436658,470,Internal,Successful,Emergency Patch,Escalated,97,22-05-2020,90,Critical,240,Missed,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC001355,26-08-2023,Gujarat,Ahmedabad,West,Ransomware,Network,Manufacturing,Critical,1058,158.51,16767818,274,Internal,Under Investigation,Backup Recovery,Open,88,26-08-2023,90,Critical,240,Missed,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC001356,26-05-2025,Uttar Pradesh,Noida,North,DDoS,Email Server,Government,High,2379,48.44,2213903,240,Internal,Successful,Firewall Rules,Open,73,26-05-2025,70,High,240,Met,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC001357,31-01-2024,Andhra Pradesh,Visakhapatnam,South,Phishing,Cloud Server,Government,Medium,4546,246.33,993217,73,Internal,Mitigated,Password Reset,Escalated,45,31-01-2024,50,Medium,240,Met,India,275,67.46181818,217.3454545,66.90909091,A,Low-volume hotspot
INC001358,22-12-2020,Gujarat,Surat,West,DDoS,Cloud Server,Banking,High,1004,85.35,4063008,140,External,Under Investigation,Firewall Rules,Open,64,22-12-2020,70,High,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC001359,21-08-2022,Karnataka,Mysuru,South,Malware,Cloud Server,Healthcare,Medium,647,196.43,370222,36,Internal,Mitigated,EDR Isolation,Escalated,55,21-08-2022,50,Medium,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC001360,18-06-2023,Gujarat,Surat,West,Data Breach,API,Telecom,Critical,969,81.55,8527784,463,External,Successful,Encryption,Escalated,95,18-06-2023,90,Critical,240,Missed,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC001361,18-01-2021,Uttar Pradesh,Lucknow,North,Insider Threat,Database,Telecom,High,2579,42.78,2394827,121,Internal,Under Investigation,Access Revocation,Open,66,18-01-2021,70,High,240,Met,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC001362,22-03-2022,Telangana,Hyderabad,South,SQL Injection,Email Server,Banking,Medium,1536,145.8,137654,48,Internal,Blocked,Patch Management,Escalated,60,22-03-2022,50,High,240,Met,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC001363,11-02-2024,West Bengal,Siliguri,East,SQL Injection,Email Server,Healthcare,Medium,918,228.5,376759,35,External,Blocked,Patch Management,Escalated,58,11-02-2024,50,Medium,240,Met,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC001364,20-06-2020,Maharashtra,Pune,West,Phishing,Database,Government,Medium,1879,245.03,196276,35,Internal,Mitigated,MFA,Closed,57,20-06-2020,50,Medium,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC001365,05-05-2021,Tamil Nadu,New Delhi,South,SQL Injection,Email Server,Government,Medium,728,80.47,380350,90,Internal,Mitigated,Patch Management,Closed,39,05-05-2021,50,Low,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC001366,07-07-2022,Telangana,Warangal,South,Ransomware,Web App,Telecom,Critical,320,230.95,14826827,573,Internal,Under Investigation,Backup Recovery,Escalated,85,07-07-2022,90,Critical,240,Missed,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC001367,13-01-2024,Andhra Pradesh,Vijayawada,South,Malware,Cloud Server,Healthcare,Medium,1005,179.25,879518,36,External,Mitigated,EDR Isolation,Closed,45,13-01-2024,50,Medium,240,Met,India,275,67.46181818,217.3454545,66.90909091,A,Low-volume hotspot
INC001368,20-10-2023,Maharashtra,Mumbai,West,Data Breach,Network,Education,Critical,1136,241.02,5463397,633,External,Under Investigation,Encryption,Open,64,20-10-2023,90,High,240,Missed,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC001369,10-02-2022,Karnataka,Bengaluru,South,DDoS,Database,Telecom,High,4474,123.3,3390879,218,External,Successful,Firewall Rules,Escalated,64,10-02-2022,70,High,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC001370,14-04-2023,Karnataka,Mysuru,South,Insider Threat,Web App,Education,High,2531,94.02,1541420,94,Internal,Successful,Access Revocation,Open,69,14-04-2023,70,High,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC001371,27-02-2022,Maharashtra,Mumbai,West,Data Breach,Web App,Healthcare,Critical,2413,246.88,13341305,317,Internal,Under Investigation,Encryption,Closed,100,27-02-2022,90,Critical,240,Missed,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC001372,11-02-2023,Andhra Pradesh,Vijayawada,South,SQL Injection,Email Server,Healthcare,High,4358,100.69,2975500,103,Internal,Under Investigation,Patch Management,Open,66,11-02-2023,70,High,240,Met,India,275,67.46181818,217.3454545,66.90909091,A,Low-volume hotspot
INC001373,20-06-2025,Tamil Nadu,Coimbatore,South,Ransomware,Cloud Server,Banking,Critical,4681,174.06,100614,383,Internal,Under Investigation,Backup Recovery,Open,85,20-06-2025,90,Critical,240,Missed,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC001374,24-03-2023,Maharashtra,Pune,West,SQL Injection,Email Server,Retail,Medium,946,177.62,100614,70,External,Blocked,Patch Management,Open,55,24-03-2023,50,Medium,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC001375,21-04-2021,Uttar Pradesh,Noida,North,Zero-Day Exploit,Web App,Retail,Critical,140,34.27,15860531,458,External,Successful,Emergency Patch,Open,94,21-04-2021,90,Critical,240,Missed,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC001376,02-03-2025,Maharashtra,Mumbai,West,SQL Injection,Cloud Server,Education,High,535,112,3054742,186,External,Under Investigation,Patch Management,Closed,62,02-03-2025,70,High,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC001377,26-07-2021,Uttar Pradesh,Noida,North,Zero-Day Exploit,Web App,Banking,Critical,332,97.91,14736157,454,Internal,Under Investigation,Emergency Patch,Escalated,82,26-07-2021,90,Critical,240,Missed,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC001378,14-03-2023,Maharashtra,Mumbai,West,Insider Threat,API,Education,High,4236,117.02,3695510,232,Internal,Successful,Access Revocation,Escalated,79,14-03-2023,70,High,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC001379,03-04-2025,Tamil Nadu,Chennai,South,DDoS,Network,Education,High,924,145.92,3184059,165,Internal,Under Investigation,Firewall Rules,Open,69,03-04-2025,70,High,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC001380,21-01-2022,Maharashtra,Mumbai,West,Data Breach,Network,Telecom,High,4375,31.08,3462443,150,Internal,Successful,Encryption,Closed,70,21-01-2022,70,High,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC001381,04-02-2024,Gujarat,Ahmedabad,West,Zero-Day Exploit,Database,Telecom,Critical,2652,7.08,5650228,586,External,Successful,Emergency Patch,Escalated,86,04-02-2024,90,Critical,240,Missed,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC001382,05-01-2021,Andhra Pradesh,Vijayawada,South,Phishing,Web App,Government,Medium,3178,108.07,886039,49,External,Blocked,MFA,Closed,41,05-01-2021,50,Medium,240,Met,India,275,67.46181818,217.3454545,66.90909091,A,Low-volume hotspot
INC001383,05-12-2024,Telangana,Warangal,South,Data Breach,Cloud Server,IT,High,27,92.7,2841657,224,Internal,Successful,Encryption,Closed,79,05-12-2024,70,High,240,Met,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC001384,12-08-2022,Maharashtra,Pune,South,Ransomware,API,Banking,Critical,2211,125.83,13545456,559,Internal,Successful,Backup Recovery,Open,84,12-08-2022,90,Critical,240,Missed,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC001385,05-12-2020,Delhi,New Delhi,North,SQL Injection,Database,Retail,Medium,1226,80.54,721409,68,Internal,Blocked,Patch Management,Escalated,48,05-12-2020,50,Medium,240,Met,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC001386,29-07-2023,Tamil Nadu,Coimbatore,South,Malware,API,Manufacturing,Medium,278,180.46,821917,50,External,Blocked,EDR Isolation,Closed,48,29-07-2023,50,Medium,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC001387,23-12-2022,Karnataka,Mysuru,South,Zero-Day Exploit,Cloud Server,Healthcare,Critical,423,34.34,8874591,417,Internal,Under Investigation,Emergency Patch,Open,87,23-12-2022,90,Critical,240,Missed,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC001388,06-01-2024,Tamil Nadu,Chennai,South,DDoS,Database,Government,High,646,231.73,3272193,215,External,Successful,Firewall Rules,Closed,77,06-01-2024,70,High,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC001389,09-05-2021,Karnataka,Bengaluru,South,DDoS,API,Healthcare,High,4499,167.52,2435004,198,Internal,Successful,Firewall Rules,Escalated,61,09-05-2021,70,High,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC001390,28-03-2021,West Bengal,Kolkata,East,Phishing,Network,Retail,Medium,4840,228.38,365638,48,External,Blocked,MFA,Closed,40,28-03-2021,50,Medium,240,Met,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC001391,21-03-2020,Karnataka,Mysuru,South,DDoS,Web App,Retail,High,4100,23.14,1700794,194,Internal,Successful,Firewall Rules,Escalated,71,21-03-2020,70,High,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC001392,03-03-2022,Uttar Pradesh,Lucknow,North,Ransomware,Web App,IT,Critical,3304,99.8,8605592,280,Internal,Under Investigation,Backup Recovery,Closed,85,03-03-2022,90,Critical,240,Missed,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC001393,21-03-2023,West Bengal,Kolkata,East,Zero-Day Exploit,Email Server,Retail,Critical,2326,117.85,6032991,530,Internal,Successful,Emergency Patch,Open,82,21-03-2023,90,Critical,240,Missed,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC001394,21-02-2020,Uttar Pradesh,Lucknow,North,Phishing,Cloud Server,Telecom,Medium,711,11.15,603066,85,External,Blocked,Password Reset,Escalated,52,21-02-2020,50,Medium,240,Met,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC001395,29-11-2024,West Bengal,Siliguri,East,Zero-Day Exploit,Network,Banking,Critical,3722,34.22,13005084,495,External,Successful,Emergency Patch,Closed,81,29-11-2024,90,Critical,240,Missed,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC001396,02-01-2023,Kerala,Thiruvananthapuram,South,Insider Threat,Web App,Telecom,High,1571,95.06,3825095,120,Internal,Successful,Access Revocation,Escalated,62,02-01-2023,70,High,240,Met,India,329,67.17933131,221.0911854,65.34954407,A,Low-volume hotspot
INC001397,31-12-2021,Gujarat,Ahmedabad,West,DDoS,Web App,Telecom,High,3732,169.44,4674497,208,External,Under Investigation,Firewall Rules,Escalated,70,31-12-2021,70,High,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC001398,29-08-2024,Maharashtra,Pune,West,Data Breach,Web App,Banking,High,918,192.4,1486187,99,Internal,Successful,Emergency Patch,Open,66,29-08-2024,70,High,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC001399,04-06-2022,Kerala,Kochi,South,Malware,Email Server,Telecom,Medium,2833,129.21,813873,41,External,Blocked,EDR Isolation,Closed,47,04-06-2022,50,Medium,240,Met,India,329,67.17933131,221.0911854,65.34954407,A,Low-volume hotspot
INC001400,02-06-2025,Karnataka,Mysuru,South,Phishing,Network,Telecom,Medium,3873,224.59,178389,51,External,Mitigated,MFA,Closed,42,02-06-2025,50,Medium,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC001401,11-11-2024,West Bengal,Kolkata,East,Malware,Database,Banking,Medium,3820,147.04,430888,57,External,Blocked,EDR Isolation,Escalated,48,11-11-2024,50,Medium,240,Met,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC001402,28-07-2021,Gujarat,Ahmedabad,West,SQL Injection,Network,Education,High,1710,198.47,2115154,172,Internal,Successful,Patch Management,Closed,71,28-07-2021,70,High,240,Met,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC001403,09-04-2021,West Bengal,New Delhi,East,SQL Injection,Email Server,Manufacturing,High,40,115.75,4281481,175,Internal,Under Investigation,Patch Management,Escalated,63,09-04-2021,70,High,240,Met,India,399,67.28571429,228.0576441,67.1679198,B,Medium-volume hotspot
INC001404,21-04-2020,Tamil Nadu,Chennai,South,SQL Injection,Cloud Server,Manufacturing,High,918,158.51,1811864,103,Internal,Under Investigation,Patch Management,Escalated,80,21-04-2020,70,Critical,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC001405,28-10-2021,Uttar Pradesh,Noida,North,Zero-Day Exploit,API,Healthcare,Critical,753,131.87,19796539,165,Internal,Successful,Emergency Patch,Escalated,81,28-10-2021,90,Critical,240,Met,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC001406,08-10-2023,Delhi,New Delhi,North,Phishing,Network,Education,Medium,204,68.18,209779,65,External,Mitigated,Password Reset,Open,54,08-10-2023,50,Medium,240,Met,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC001407,25-11-2020,Gujarat,Ahmedabad,West,Zero-Day Exploit,Network,Healthcare,Critical,3928,27.91,8228365,377,External,Under Investigation,Emergency Patch,Escalated,85,25-11-2020,90,Critical,240,Missed,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC001408,10-08-2022,Maharashtra,Mumbai,West,DDoS,Web App,Banking,High,503,206.3,2653385,231,Internal,Successful,Firewall Rules,Closed,78,10-08-2022,70,High,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC001409,01-08-2023,Uttar Pradesh,Lucknow,North,DDoS,Database,Banking,High,620,84.5,3893712,96,External,Successful,Firewall Rules,Open,70,01-08-2023,70,High,240,Met,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC001410,06-03-2023,Telangana,Warangal,South,Phishing,Network,Banking,Low,3942,42.59,65387,23,Internal,Mitigated,MFA,Escalated,28,06-03-2023,25,Low,240,Met,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC001411,02-05-2024,Maharashtra,Pune,West,DDoS,Database,Retail,High,2814,223.83,2292964,182,External,Under Investigation,Firewall Rules,Open,76,02-05-2024,70,High,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC001412,24-12-2021,Tamil Nadu,Chennai,South,Malware,Database,Healthcare,Medium,394,151.15,585248,39,Internal,Mitigated,EDR Isolation,Open,50,24-12-2021,50,Medium,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC001413,18-04-2024,Telangana,Warangal,South,SQL Injection,Email Server,IT,High,31,16.79,1580406,184,External,Successful,Patch Management,Open,78,18-04-2024,70,High,240,Met,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC001414,03-09-2020,Karnataka,Bengaluru,South,Malware,Network,Government,Medium,3063,158.51,747119,90,Internal,Blocked,EDR Isolation,Closed,51,03-09-2020,50,Medium,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
INC001415,11-10-2022,Delhi,New Delhi,North,SQL Injection,Database,Retail,Medium,1495,109.41,365921,81,External,Blocked,Patch Management,Open,42,11-10-2022,50,Medium,240,Met,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC001416,11-04-2020,Gujarat,Ahmedabad,West,Ransomware,API,Government,Critical,677,52.35,19478040,509,External,Successful,Backup Recovery,Open,87,11-04-2020,90,Critical,240,Missed,India,494,68.18623482,219.9008097,69.43319838,B,Medium-volume hotspot
INC001417,31-01-2024,Telangana,Hyderabad,South,DDoS,Email Server,Healthcare,High,4865,182.98,1908267,158,Internal,Successful,Firewall Rules,Open,80,31-01-2024,70,Critical,240,Met,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC001418,01-01-2025,Maharashtra,Mumbai,West,DDoS,Cloud Server,Manufacturing,High,4287,167.8,1174999,97,Internal,Under Investigation,Firewall Rules,Closed,65,01-01-2025,70,High,240,Met,India,885,68.89717514,234.4960452,71.75141243,C,High-volume hotspot
INC001419,22-11-2021,Tamil Nadu,Coimbatore,South,Ransomware,Email Server,Telecom,Critical,1715,116.61,18109500,498,External,Under Investigation,Backup Recovery,Closed,95,22-11-2021,90,Critical,240,Missed,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC001420,30-08-2024,Uttar Pradesh,Noida,North,Zero-Day Exploit,Database,IT,Critical,534,109.91,13531047,611,Internal,Under Investigation,Emergency Patch,Escalated,97,30-08-2024,90,Critical,240,Missed,India,449,68.56124722,225.2895323,68.15144766,B,Medium-volume hotspot
INC001421,24-02-2025,Telangana,Hyderabad,South,Insider Threat,Web App,Telecom,High,918,235.55,3498873,176,Internal,Successful,Access Revocation,Closed,68,24-02-2025,70,High,240,Met,India,762,69.17060367,231.0616798,70.60367454,C,High-volume hotspot
INC001422,04-04-2023,Delhi,New Delhi,North,DDoS,Web App,Banking,High,3683,209.5,1018231,111,External,Successful,Firewall Rules,Open,62,04-04-2023,70,High,240,Met,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC001423,09-02-2021,Delhi,New Delhi,North,Malware,Network,Education,Medium,4194,123,724248,73,External,Blocked,EDR Isolation,Open,37,09-02-2021,50,Low,240,Met,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC001424,19-05-2022,Tamil Nadu,Coimbatore,South,Phishing,Cloud Server,Government,Medium,3887,158.51,548655,40,Internal,Mitigated,MFA,Open,55,19-05-2022,50,Medium,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC001425,02-04-2024,Tamil Nadu,Coimbatore,South,SQL Injection,API,IT,High,1684,17.48,1393152,218,Internal,Under Investigation,Patch Management,Closed,78,02-04-2024,70,High,240,Met,India,631,67.6703645,231.3359746,66.24405705,B,Medium-volume hotspot
INC001426,10-10-2022,Delhi,New Delhi,North,Data Breach,Web App,Education,High,1561,215.11,2226538,151,Internal,Successful,Encryption,Escalated,76,10-10-2022,70,High,240,Met,India,513,68.31968811,223.5048733,68.42105263,B,Medium-volume hotspot
INC001427,23-02-2023,Karnataka,Bengaluru,South,SQL Injection,Database,Education,Medium,2660,50.51,599421,74,External,Mitigated,Patch Management,Escalated,36,23-02-2023,50,Low,240,Met,India,769,68.6579974,228.3302991,71.39141743,C,High-volume hotspot
